register;points;region_1;title;price;province;region_2;variety;winery
904;87;Barbaresco                ;Boffa 2013 Pajè  (Barbaresco)                                                                     ;50;Piedmont         ;                 ;Nebbiolo                  ;Boffa                          
908;87;Barbaresco                ;Cascina Bruciata 2013  Barbaresco                                                                 ;39;Piedmont         ;                 ;Nebbiolo                  ;Cascina Bruciata               
909;87;Barbaresco                ;Castello di Neive 2013  Barbaresco                                                                ;35;Piedmont         ;                 ;Nebbiolo                  ;Castello di Neive              
917;87;Barolo                    ;Deltetto 2012 Bussia  (Barolo)                                                                    ;50;Piedmont         ;                 ;Nebbiolo                  ;Deltetto                       
918;87;Barolo                    ;Diego Conterno 2012 Ginestra  (Barolo)                                                            ;50;Piedmont         ;                 ;Nebbiolo                  ;Diego Conterno                 
928;87;Barbaresco                ;Battaglio 2013  Barbaresco                                                                        ;60;Piedmont         ;                 ;Nebbiolo                  ;Battaglio                      
931;87;Barolo                    ;Borgogno F.lli Serio e Battista 2012  Barolo                                                      ;35;Piedmont         ;                 ;Nebbiolo                  ;Borgogno F.lli Serio e Battista
949;87;Coste della Sesia         ;Travaglini 2014 Nebbiolo (Coste della Sesia)                                                      ;23;Piedmont         ;                 ;Nebbiolo                  ;Travaglini                     
955;87;Barolo                    ;Bersano 2012 Nirvasco  (Barolo)                                                                   ;50;Piedmont         ;                 ;Nebbiolo                  ;Bersano                        
956;87;Greco di Tufo             ;Cantine di Marzo NV Anni Venti Metodo Classico  (Greco di Tufo)                                   ;30;Southern Italy   ;                 ;Greco                     ;Cantine di Marzo               
964;85;Lugana                    ;Fabiano 2006 Argillaia  (Lugana)                                                                  ;17;Lombardy         ;                 ;Trebbiano                 ;Fabiano                        
965;85;Primitivo di Manduria     ;Vinosia 2006 Vecchie Vigne  (Primitivo di Manduria)                                               ;48;Southern Italy   ;                 ;Primitivo                 ;Vinosia                        
968;85;Bardolino Classico        ;Tommasi 2006 Chiaretto  (Bardolino Classico)                                                      ;               ;Veneto           ;                 ;Rosé                      ;Tommasi                        
975;85;Sicilia                   ;Feudo Montoni 2008 P Pinot Noir (Sicilia)                                                         ;12;Sicily & Sardinia;                 ;Pinot Noir                ;Feudo Montoni                  
980;85;Amarone della Valpolicella;Montresor 2003 Capitel della Crosara  (Amarone della Valpolicella Classico)                       ;41;Veneto           ;                 ;Corvina, Rondinella, Molin;Montresor                      
982;85;Piave                     ;Bellenda 2005 Col di Luna Cabernet Sauvignon (Piave)                                              ;16;Veneto           ;                 ;Cabernet Sauvignon        ;Bellenda                       
995;88;Sicilia                   ;Benanti 2006 Edèlmio White (Sicilia)                                                              ;26;Sicily & Sardinia;                 ;White Blend               ;Benanti                        
996;88;Sicilia                   ;Caruso & Minini 2006 Terre di Giumara Syrah (Sicilia)                                             ;14;Sicily & Sardinia;                 ;Syrah                     ;Caruso & Minini                
1001;88;Etna                      ;Benanti 2005 Il Monovitigno  (Etna)                                                               ;41;Sicily & Sardinia;                 ;Nerello Mascalese         ;Benanti                        
1012;88;Etna                      ;Antichi Vinai 1877 2013 Pietralava Red (Etna)                                                     ;               ;Sicily & Sardinia;                 ;Red Blend                 ;Antichi Vinai 1877             
1013;88;Sicilia                   ;Baglio di Pianetto 2007 Cembali Nero d'Avola (Sicilia)                                            ;45;Sicily & Sardinia;                 ;Nero d'Avola              ;Baglio di Pianetto             
1016;88;Sicilia                   ;Casa di Grazia 2011 Gradiva Collectio Nero d'Avola (Sicilia)                                      ;22;Sicily & Sardinia;                 ;Nero d'Avola              ;Casa di Grazia                 
1017;88;Sicilia                   ;Casa di Grazia 2013 Zahara Grillo (Sicilia)                                                       ;22;Sicily & Sardinia;                 ;Grillo                    ;Casa di Grazia                 
1022;88;Sicilia                   ;Cusumano 2013 Cubia Tenuta Ficuzza Insolia (Sicilia)                                              ;27;Sicily & Sardinia;                 ;Insolia                   ;Cusumano                       
1035;88;Terre Siciliane           ;Viticultori Associati Canicatti 2012 Aquilae Nero d'Avola (Terre Siciliane)                       ;12;Sicily & Sardinia;                 ;Nero d'Avola              ;Viticultori Associati Canicatti
